"https://www.ymcamn.org//block/2296;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=group_exercise""","https://www.ymcamn.org//block/2296;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=GROUP_EXERCISE&AUTO=Y""",,,
"https://www.ymcamn.org//block/2296;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=arc_cert""","https://www.ymcamn.org//block/2296;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=ARC_CERT&AUTO=Y""",,,
"https://www.ymcamn.org//block/2296;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=swim_aquatics""","https://www.ymcamn.org//block/2296;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=SWIM_AQUATICS&AUTO=Y""",,,
"https://www.ymcamn.org//block/2296;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;pc=DC&amp;catcode=DAY_CAMP&amp;autosearch=Y""","https://www.ymcamn.org//block/2296;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&pc=DC&CAT=DAY_CAMP&AUTO=Y""",,,
"https://www.ymcamn.org//block/2296;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=family""","https://www.ymcamn.org//block/2296;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=FAMILY&AUTO=Y""",,,
"https://www.ymcamn.org//block/2296;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=cyd&amp;subcatcode=y_arts""","https://www.ymcamn.org//block/2296;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=CYD&SCAT=Y_ARTS&AUTO=Y""",,,
"https://www.ymcamn.org//block/2296;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=cyd&amp;subcatcode=parent_child&amp;subcatcode=swim_sports_play""","https://www.ymcamn.org//block/2296;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=CYD&SCAT=PARENT_CHILD&SCAT=SWIM_SPORTS_PLAY&AUTO=Y""",,,
"https://www.ymcamn.org//block/2296;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=school_age_care""","https://www.ymcamn.org//block/2296;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=SCHOOL_AGE_CARE&AUTO=Y""",,,
"https://www.ymcamn.org//block/2296;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=school_release""","https://www.ymcamn.org//block/2296;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=SCHOOL_RELEASE&AUTO=Y""",,,
"https://www.ymcamn.org//block/2296;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=teams""","https://www.ymcamn.org//block/2296;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=TEAMS&AUTO=Y""",,,
"https://www.ymcamn.org//block/13671;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=day_camp&amp;brcode=20&amp;longname=dells&amp;autosearch=y""","https://www.ymcamn.org//block/13671;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=DAY_CAMP&br=20&KW=dells&AUTO=Y""",,,
"https://www.ymcamn.org//block/13671;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=day_camp&amp;brcode=20&amp;longname=boro&amp;autosearch=y""","https://www.ymcamn.org//block/13671;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=DAY_CAMP&br=20&KW=boro&AUTO=Y""",,,
"https://www.ymcamn.org//block/13671;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=day_camp&amp;brcode=20&amp;longname=zip+line&amp;autosearch=y""","https://www.ymcamn.org//block/13671;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=DAY_CAMP&br=20&KW=zip+line&AUTO=Y""",,,
"https://www.ymcamn.org//block/13671;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;catcode=day_camp&amp;brcode=20&amp;longname=shore&amp;autosearch=y""","https://www.ymcamn.org//block/13671;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&CAT=DAY_CAMP&br=20&KW=shore&AUTO=Y""",,,
"https://www.ymcamn.org//block/15956;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;longname=adult+dodgeball&amp;autosearch=Y""","https://www.ymcamn.org//block/15956;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&KW=adult+dodgeball&AUTO=Y""",,,
"https://www.ymcamn.org//block/15961;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;longname=adult+basketball&amp;autosearch=Y""","https://www.ymcamn.org//block/15961;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&KW=adult+basketball&AUTO=Y""",,,
"https://www.ymcamn.org//block/15966;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;longname=adult+flag+football&amp;autosearch=Y""","https://www.ymcamn.org//block/15966;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&KW=adult+flag+football&AUTO=Y""",,,
"https://www.ymcamn.org//block/15971;""https://ygtcprod2.personifycloud.com/personifyebusiness/Default.aspx?TabId=177&amp;longname=adult+floor+hockey&amp;autosearch=Y""","https://www.ymcamn.org//block/15971;""https://***REMOVED***/personifyebusiness/Default.aspx?TabID=426&KW=adult+floor+hockey&AUTO=Y""",,,
